chr	start	end
Chr5	8246614	8248559
Chr5	8292585	8296957
Chr5	8301022	8303268
Chr5	8304718	8306500
Chr5	8312907	8319399
Chr5	8324483	8327998
Chr5	8355485	8355760
Chr5	8358467	8359090
Chr5	8363607	8364467
Chr5	8367351	8370337
Chr5	8374796	8376859
Chr5	8378906	8382425
Chr5	8383052	8383402
Chr5	8387065	8388453
Chr5	8407317	8415980
Chr5	8427409	8429407
Chr5	8430534	8430970
Chr5	8434088	8435313
Chr5	8438460	8439475
Chr5	8440434	8445724
Chr5	8447620	8448139
Chr5	8450507	8451797
Chr5	8455576	8456970
Chr5	8460494	8462445
Chr5	8471991	8472623
Chr5	8475403	8478102
Chr5	8482415	8484093
Chr5	8488169	8488733
Chr5	8492065	8494942
Chr5	8499893	8504665
Chr5	8507184	8507390
Chr5	8509025	8509519
Chr5	8514474	8515022
Chr5	8526403	8535211
Chr5	8561244	8561765
Chr5	8563695	8564345
Chr5	8570751	8572102
Chr5	8574162	8577432
Chr5	8580414	8580725
Chr5	8584561	8589486
Chr5	8590929	8597017
Chr5	8600456	8609826
Chr5	8613257	8614170
Chr5	8616501	8618486
Chr5	8626960	8628722
Chr5	8640173	8642246
Chr5	8643889	8647514
Chr5	8676560	8679270
Chr5	8679696	8680022
Chr5	8680635	8683785
Chr5	8684057	8685015
Chr5	8688714	8690354
Chr5	8691772	8696463
Chr5	8697518	8704009
Chr5	8705255	8706384
Chr5	8766743	8774386
Chr5	8777954	8782541
Chr5	8785448	8787593
Chr5	8790223	8795440
Chr5	8839135	8840107
Chr5	8844377	8844684
Chr5	8845081	8845335
Chr5	8846586	8848673
Chr5	8857387	8859896
Chr5	8864874	8865456
Chr5	8869099	8870052
Chr5	8870360	8871945
Chr5	8874069	8874660
Chr5	8877473	8878181
Chr5	8879120	8886570
Chr5	8889783	8890309
Chr5	8902479	8903793
Chr5	8906074	8906779
Chr5	8910785	8911305
Chr5	8918736	8920137
Chr5	8948223	8949371
Chr5	8955294	8958028
Chr5	8959415	8960578
Chr5	8966122	8973309
Chr5	8973729	8974375
Chr5	8974953	8977359
Chr5	8981788	8982956
Chr5	9011545	9014460
Chr5	9023324	9026247
Chr5	9035537	9037684
Chr5	9053910	9054389
Chr5	9055982	9058731
Chr5	9061309	9062768
Chr5	9063729	9066787
Chr5	9094130	9094715
Chr5	9102414	9104504
Chr5	9107908	9109554
Chr5	9128142	9129722
Chr5	9137917	9138465
Chr5	9140791	9143486
Chr5	9144559	9149801
Chr5	9151346	9154980
Chr5	9171146	9171685
Chr5	9173728	9174027
Chr5	9179179	9180288
Chr5	9183956	9185209
Chr5	9188371	9192391
Chr5	9217013	9222943
Chr5	9223732	9229546
Chr5	9232254	9234349
Chr5	9244833	9245354
Chr5	9245827	9246249
Chr5	9260635	9265193
Chr5	9265716	9266793
Chr5	9294877	9295287
Chr5	9300437	9303706
Chr5	9318022	9318630
Chr5	9321701	9328355
Chr5	9336707	9337276
Chr5	9340938	9341408
Chr5	9345496	9346158
Chr5	9357431	9359311
Chr5	9388192	9389747
Chr5	9400123	9404250
Chr5	9404519	9406100
Chr5	9432375	9436136
Chr5	9438726	9443681
Chr5	9448800	9454499
Chr5	9454868	9455813
Chr5	9461640	9474106
Chr5	9481786	9484725
Chr5	9517479	9527704
Chr5	9538080	9538817
Chr5	9585980	9595470
Chr5	9598011	9598448
Chr5	9621861	9622286
Chr5	9626310	9626904
Chr5	9643930	9644716
Chr5	9647991	9654909
Chr5	9691607	9692241
Chr5	9695295	9696215
Chr5	9706446	9712181
Chr5	9713132	9713608
Chr5	9717470	9720406
Chr5	9852990	9853547
Chr5	9860291	9860821
Chr5	9911316	9911804
Chr5	9974570	9975127
Chr5	9983565	9985821
Chr5	10112382	10126224
Chr5	10156829	10159511
Chr5	10176757	10177314
Chr5	10178875	10179397
Chr5	10186221	10186571
Chr5	10195565	10196071
Chr5	10233383	10234638
Chr5	10240222	10246527
Chr5	10266450	10269371
Chr5	10273525	10276215
Chr5	10327611	10330542
Chr5	10332049	10335516
Chr5	10337154	10347216
Chr5	10404235	10407571
Chr5	10419743	10420333
Chr5	10421248	10421862
Chr5	10430007	10430495
Chr5	10525064	10527433
Chr5	10526854	10534294
Chr5	10537386	10546650
Chr5	10662139	10662940
Chr5	10672331	10675647
Chr5	10720401	10723770
Chr5	10724692	10726761
Chr5	10749253	10754088
Chr5	10757560	10790758
Chr5	10796461	10797062
Chr5	10800235	10803196
Chr5	10804138	10807183
Chr5	10814438	10816932
Chr5	10828891	10829115
Chr5	10834372	10836788
Chr5	10847748	10854702
Chr5	10865366	10869233
Chr5	10883363	10886769
Chr5	10899693	10900935
Chr5	10902343	10905382
Chr5	10914251	10916007
Chr5	10918780	10921556
Chr5	10939434	10941727
Chr5	10945615	10947989
Chr5	10957502	10957879
Chr5	10960504	10960842
Chr5	10968164	10974709
Chr5	10978604	10981531
Chr5	10990918	10991325
Chr5	11000428	11002159
Chr5	11002740	11003339
Chr5	11003689	11006264
Chr5	11019893	11022161
Chr5	11025510	11027958
Chr5	11029122	11030058
Chr5	11042569	11045695
Chr5	11049078	11052426
Chr5	11055644	11061569
Chr5	11064396	11065942
Chr5	11073200	11076062
Chr5	11087660	11090422
Chr5	11092762	11093622
Chr5	11097410	11098056
Chr5	11114500	11116333
Chr5	11189415	11198075
Chr5	11200391	11206325
Chr5	11210999	11211238
Chr5	11219611	11220100
Chr5	11245921	11246824
Chr5	11248141	11250249
Chr5	11253553	11256636
Chr5	11261810	11264629
Chr5	11270397	11271548
Chr5	11314334	11319996
Chr5	11320504	11327124
Chr5	11333375	11333981
Chr5	11335053	11337929
Chr5	11393114	11394900
Chr5	11404294	11406755
Chr5	11418127	11419599
Chr5	11431398	11435426
Chr5	11436297	11440529
Chr5	11465948	11466151
Chr5	11467161	11468084
Chr5	11472416	11472709
Chr5	11481575	11482308
Chr5	11492155	11493144
Chr5	11609440	11615022
Chr5	11620607	11620825
Chr5	11647790	11656591
Chr5	11660556	11666381
Chr5	11671479	11681136
Chr5	11683256	11684510
Chr5	11684930	11688392
Chr5	11697490	11698408
Chr5	11699752	11703004
Chr5	11710833	11711624
Chr5	11716610	11718217
Chr5	11723480	11725722
Chr5	11753281	11756381
Chr5	11788697	11791869
Chr5	11891585	11892757
Chr5	11914208	11916788
Chr5	11930072	11933475
Chr5	11940710	11943531
Chr5	11976284	11977407
Chr5	12012061	12014101
Chr5	12059803	12060139
Chr5	12063697	12065217
Chr5	12069505	12070565
Chr5	12084788	12086334
Chr5	12101122	12105514
Chr5	12116207	12117644
Chr5	12218637	12221126
Chr5	12253416	12254512
Chr5	12279410	12279703
Chr5	12293920	12298532
Chr5	12308058	12309321
Chr5	12387553	12387795
Chr5	12393331	12395378
Chr5	12438491	12439090
Chr5	12453243	12457796
Chr5	12469724	12471866
Chr5	12566214	12566492
Chr5	12601125	12606132
Chr5	12607237	12607709
Chr5	12621464	12622964
Chr5	12664166	12664893
Chr5	12675158	12686146
Chr5	12737725	12741463
Chr5	12825433	12830855
Chr5	12833459	12839420
Chr5	12844318	12846119
Chr5	12858494	12861645
Chr5	12865904	12872403
Chr5	12887430	12887861
Chr5	12888261	12888584
Chr5	12888722	12889132
Chr5	12889272	12889643
Chr5	12889753	12890158
Chr5	12895901	12896888
Chr5	12899396	12900187
Chr5	12926399	12927140
Chr5	12933093	12938368
Chr5	12953646	12957954
Chr5	12959279	12960315
Chr5	12979247	12980473
Chr5	12984944	12985693
Chr5	12989680	12992479
Chr5	12994267	12995301
Chr5	13006264	13010183
Chr5	13019357	13021941
Chr5	13027560	13046685
Chr5	13057100	13060306
Chr5	13064171	13078101
Chr5	13090681	13092710
Chr5	13094169	13098872
Chr5	13106577	13115821
Chr5	13116702	13117117
Chr5	13140368	13142741
Chr5	13143366	13144055
Chr5	13187131	13188292
Chr5	13192487	13199560
Chr5	13229963	13230715
Chr5	13235406	13238034
Chr5	13258187	13259962
Chr5	13260995	13261888
Chr5	13269605	13277175
Chr5	13280293	13280720
Chr5	13282390	13286277
Chr5	13286001	13287547
Chr5	13289522	13291903
Chr5	13308222	13312450
Chr5	13320444	13323442
Chr5	13327998	13330268
Chr5	13366937	13367660
Chr5	13371907	13372643
Chr5	13373119	13374428
Chr5	13374419	13383349
Chr5	13384950	13391062
Chr5	13405324	13410827
Chr5	13411035	13413991
Chr5	13414162	13417106
Chr5	13421575	13424019
Chr5	13429747	13430919
Chr5	13441873	13443248
Chr5	13470982	13471521
Chr5	13475753	13483212
Chr5	13495454	13500770
Chr5	13511923	13512286
Chr5	13517145	13517810
Chr5	13519509	13521164
Chr5	13523777	13528357
Chr5	13529539	13534331
Chr5	13536337	13541077
Chr5	13542982	13547537
Chr5	13565502	13566559
Chr5	13573857	13579655
Chr5	13606399	13607791
Chr5	13610549	13614441
Chr5	13621777	13627168
Chr5	13649305	13649757
Chr5	13651329	13654367
Chr5	13656346	13657002
Chr5	13663361	13666956
Chr5	13668409	13672099
Chr5	13696475	13698128
Chr5	13702736	13706423
Chr5	13708965	13711791
Chr5	13715874	13720954
Chr5	13734067	13740568
Chr5	13746024	13746697
Chr5	13749901	13751460
Chr5	13755514	13763435
Chr5	13772258	13781932
Chr5	13783219	13785460
Chr5	13795200	13798252
Chr5	13806074	13808800
Chr5	13817137	13822276
Chr5	13823200	13828651
Chr5	13834115	13840148
Chr5	13840542	13848909
Chr5	13852536	13855520
Chr5	13879555	13880465
Chr5	13927672	13929113
Chr5	13929176	13932703
Chr5	13939693	13946672
Chr5	14004114	14004521
Chr5	14012375	14014244
Chr5	14031030	14031362
Chr5	14032750	14033124
Chr5	14042218	14042502
Chr5	14098103	14098988
Chr5	14106227	14106661
Chr5	14115851	14116834
Chr5	14130029	14130916
Chr5	14134346	14135018
Chr5	14140138	14141491
Chr5	14146087	14146293
Chr5	14161386	14167285
Chr5	14165698	14168204
Chr5	14170952	14171824
Chr5	14173735	14178884
Chr5	14191540	14197391
Chr5	14231277	14232545
Chr5	14245034	14246425
Chr5	14261484	14262509
Chr5	14294663	14308828
Chr5	14329545	14333026
Chr5	14355196	14355837
Chr5	14356080	14359461
Chr5	14360734	14361588
Chr5	14371532	14375177
Chr5	14383486	14386267
Chr5	14396772	14399471
Chr5	14405766	14406035
Chr5	14407907	14414000
Chr5	14414408	14416367
Chr5	14417739	14419798
Chr5	14427967	14432404
Chr5	14432593	14433533
Chr5	14436636	14439564
Chr5	14449503	14452311
Chr5	14459151	14460305
Chr5	14467864	14469140
Chr5	14483846	14486884
Chr5	14493964	14494338
Chr5	14489386	14494422
Chr5	14495645	14497119
Chr5	14498742	14506826
Chr5	14510333	14514238
Chr5	14524172	14525233
Chr5	14554424	14554789
Chr5	14561635	14563713
Chr5	14572927	14574360
Chr5	14581698	14585395
Chr5	14587893	14593800
Chr5	14597766	14606210
Chr5	14614298	14619941
Chr5	14620424	14622452
Chr5	14632681	14635341
Chr5	14646983	14647998
Chr5	14659635	14660033
Chr5	14662779	14664671
Chr5	14667588	14668860
Chr5	14674721	14677568
Chr5	14688251	14701325
Chr5	14714499	14715266
Chr5	14716606	14721711
Chr5	14722876	14723476
Chr5	14725924	14735830
Chr5	14749756	14754270
Chr5	14770503	14773117
Chr5	14784692	14789077
Chr5	14793932	14794085
Chr5	14795522	14799642
Chr5	14800792	14801519
Chr5	14816263	14818668
Chr5	14821904	14824477
Chr5	14825308	14825838
Chr5	14826146	14826481
Chr5	14832856	14833209
Chr5	14837539	14838031
Chr5	14840519	14844047
Chr5	14848337	14852875
Chr5	14854444	14856294
Chr5	14866835	14869723
Chr5	14893396	14894325
Chr5	14897403	14897890
Chr5	14899987	14904546
Chr5	14906665	14906961
Chr5	14921392	14922141
Chr5	14935375	14935674
Chr5	14937125	14937703
Chr5	14956585	14956947
Chr5	14960845	14963877
Chr5	14987762	14989427
Chr5	14991579	14993800
Chr5	14997859	15000770
Chr5	15006010	15007071
Chr5	15025037	15026365
Chr5	15035950	15038692
Chr5	15040797	15044759
Chr5	15046730	15051515
Chr5	15052396	15054572
Chr5	15054708	15056472
Chr5	15057416	15058253
Chr5	15061485	15066256
Chr5	15067043	15067267
Chr5	15069428	15070481
Chr5	15076550	15077125
Chr5	15077666	15078358
Chr5	15081425	15082124
Chr5	15082648	15083429
Chr5	15084915	15086150
Chr5	15089885	15091588
Chr5	15092144	15095127
Chr5	15096316	15097314
Chr5	15124584	15125829
Chr5	15158473	15159435
Chr5	15129398	15131491
Chr5	15136288	15147503
Chr5	15127611	15128573
Chr5	15164312	15166467
Chr5	15176344	15179910
Chr5	15191517	15192731
Chr5	15197131	15197391
Chr5	15207394	15212430
Chr5	15218360	15218892
Chr5	15245153	15245759
Chr5	15250977	15251690
Chr5	15266310	15266929
Chr5	15270266	15278107
Chr5	15330469	15331142
Chr5	15270266	15278222
Chr5	15333031	15333661
Chr5	15338152	15338822
Chr5	15338155	15338778
Chr5	15270266	15278222
Chr5	15372629	15373075
Chr5	15384835	15385500
Chr5	15398528	15399097
Chr5	15401029	15401612
Chr5	15461969	15462583
Chr5	15464454	15465082
Chr5	15471101	15471859
Chr5	15482300	15488221
Chr5	15491588	15492126
Chr5	15502493	15502954
Chr5	15505344	15505688
Chr5	15512513	15513163
Chr5	15524253	15524996
Chr5	15527237	15528851
Chr5	15530219	15530862
Chr5	15556059	15560409
Chr5	15561891	15562103
Chr5	15574252	15576162
Chr5	15585609	15587181
Chr5	15587912	15590494
Chr5	15590947	15591872
Chr5	15609844	15613483
Chr5	15617643	15622604
Chr5	15635360	15638497
Chr5	15643309	15644664
Chr5	15656657	15662493
Chr5	15679390	15679728
Chr5	15681556	15688718
Chr5	15698625	15700879
Chr5	15709038	15710733
Chr5	15717870	15721581
Chr5	15727606	15729187
Chr5	15753058	15754783
Chr5	15770497	15773664
Chr5	15775698	15778783
Chr5	15779391	15779933
Chr5	15789268	15790257
Chr5	15792256	15797023
Chr5	15802382	15802816
Chr5	15811644	15812144
Chr5	15826202	15828269
Chr5	15841355	15841816
Chr5	15866239	15873589
Chr5	15872875	15880426
Chr5	15888702	15890434
Chr5	15894885	15896386
Chr5	15908771	15909256
Chr5	15918217	15918977
Chr5	15919801	15920442
Chr5	15920989	15922545
Chr5	15936969	15939145
Chr5	15961399	15968536
Chr5	15994580	15998427
Chr5	16001765	16002728
Chr5	16007502	16011146
Chr5	16019197	16023722
Chr5	16026273	16027806
Chr5	16028343	16029481
Chr5	16045008	16046573
Chr5	16047150	16050791
Chr5	16058313	16059130
Chr5	16064943	16067322
Chr5	16067778	16069985
Chr5	16080253	16080522
Chr5	16107806	16112248
Chr5	16124192	16124785
Chr5	16127304	16128208
Chr5	16128850	16132454
Chr5	16150266	16152747
Chr5	16156427	16159660
Chr5	16454935	16456152
Chr5	16167523	16168185
Chr5	16178542	16179709
Chr5	16184117	16186813
Chr5	16202767	16203195
Chr5	16209182	16210669
Chr5	16216524	16220140
Chr5	16227739	16228122
Chr5	16242659	16245879
Chr5	16253026	16265111
Chr5	16267416	16273970
Chr5	16276932	16280063
Chr5	16283179	16283643
Chr5	16284751	16285671
Chr5	16289244	16296693
Chr5	16296914	16300385
Chr5	16302689	16306135
Chr5	16306507	16310548
Chr5	16312800	16319405
Chr5	16320971	16321771
Chr5	16327595	16328435
Chr5	16341748	16342375
Chr5	16343854	16346618
Chr5	16351845	16352048
Chr5	16362685	16364011
Chr5	16392852	16393514
Chr5	16421457	16423221
Chr5	16461398	16462066
Chr5	16466130	16466923
Chr5	16468040	16472834
Chr5	16477623	16485544
Chr5	16502935	16506624
Chr5	16512069	16517848
Chr5	16518574	16519496
Chr5	16537753	16539039
Chr5	16544142	16546608
Chr5	16552218	16555972
Chr5	16559745	16562530
Chr5	16566541	16577995
Chr5	16580174	16580791
Chr5	16582170	16583287
Chr5	16584536	16587267
Chr5	16600597	16601813
Chr5	16616944	16617384
Chr5	16622072	16625788
Chr5	16632801	16633499
Chr5	16635392	16635838
Chr5	16645506	16648599
Chr5	16650648	16652708
Chr5	16659281	16659712
Chr5	16662669	16664342
Chr5	16665100	16671351
Chr5	16672594	16675664
Chr5	16680498	16681373
Chr5	16687048	16691082
Chr5	16696790	16701634
Chr5	16702082	16705232
Chr5	16717761	16718507
Chr5	16727981	16730840
Chr5	16732425	16733901
Chr5	16735178	16735879
Chr5	16739111	16741650
Chr5	16749254	16750228
Chr5	16781886	16786652
Chr5	16811872	16812120
Chr5	16817201	16820225
Chr5	16830126	16840003
Chr5	16845905	16848027
Chr5	16850590	16853524
Chr5	16859683	16860977
Chr5	16861703	16862700
Chr5	16863402	16863737
Chr5	16868431	16872373
Chr5	16874881	16876840
Chr5	16885866	16886754
Chr5	16887746	16888727
Chr5	16896980	16899135
Chr5	16908946	16910083
Chr5	16915119	16915522
Chr5	16918923	16925020
Chr5	16928160	16932199
Chr5	16933714	16933962
Chr5	16954655	16960738
Chr5	16966065	16972189
Chr5	16972939	16975972
Chr5	16977288	16982192
Chr5	16987047	16988863
Chr5	16988831	16995623
Chr5	16995290	16997223
Chr5	16998726	16999244
Chr5	17006496	17011733
Chr5	17014645	17018320
Chr5	17017159	17021936
Chr5	17027958	17028553
Chr5	17051414	17062718
Chr5	17074220	17074648
Chr5	17080209	17083786
Chr5	17128355	17129271
Chr5	17131344	17132387
Chr5	17135217	17135905
Chr5	17149339	17152306
Chr5	17154443	17154871
Chr5	17175702	17177087
Chr5	17197738	17198647
Chr5	17199645	17200631
Chr5	17202440	17204248
Chr5	17209580	17216776
Chr5	17216829	17220202
Chr5	17237008	17240346
Chr5	17241977	17243349
Chr5	17246963	17248264
Chr5	17259773	17263416
Chr5	17267069	17267278
Chr5	17276735	17280614
Chr5	17283573	17284425
Chr5	17289209	17296341
Chr5	17305606	17306581
Chr5	17315734	17316988
Chr5	17318656	17319777
Chr5	17320611	17321132
Chr5	17325242	17326265
Chr5	17331745	17332206
Chr5	17336715	17344202
Chr5	17343156	17347622
Chr5	17351664	17352063
Chr5	17361511	17368926
Chr5	17377909	17378617
Chr5	17378790	17382569
Chr5	17390048	17392688
Chr5	17423120	17426092
Chr5	17441559	17445927
Chr5	17446127	17453295
Chr5	17465629	17468303
Chr5	17482897	17483637
Chr5	17494820	17495666
Chr5	17497543	17499131
Chr5	17502537	17502971
Chr5	17506661	17510762
Chr5	17512760	17517933
Chr5	17520238	17521136
Chr5	17522715	17526484
Chr5	17530143	17534646
Chr5	17537251	17540175
Chr5	17547345	17552419
Chr5	17566082	17571618
Chr5	17573532	17576924
Chr5	17578706	17579166
Chr5	17581259	17588207
Chr5	17594909	17600513
Chr5	17604439	17605447
Chr5	17605634	17606665
Chr5	17614708	17621313
Chr5	17621438	17623499
Chr5	17627044	17627376
Chr5	17630980	17633380
Chr5	17637782	17641319
Chr5	17641507	17642160
Chr5	17644844	17649664
Chr5	17655934	17656778
Chr5	17659597	17661606
Chr5	17664455	17665237
Chr5	17670774	17671582
Chr5	17680494	17681654
Chr5	17693098	17695785
Chr5	17696075	17696997
Chr5	17714147	17715988
Chr5	17720680	17723135
Chr5	17726621	17727464
Chr5	17738024	17738518
Chr5	17742338	17742831
Chr5	17751476	17753311
Chr5	17755550	17756940
Chr5	17756959	17759091
Chr5	17761337	17762753
Chr5	17765712	17767536
Chr5	17774307	17774522
Chr5	17776316	17778425
Chr5	17779880	17781811
Chr5	17783509	17785974
Chr5	17788198	17791262
Chr5	17793696	17795126
Chr5	17803040	17803917
Chr5	17812073	17816465
Chr5	17821376	17827429
Chr5	17834350	17837058
Chr5	17842146	17842960
Chr5	17856296	17865189
Chr5	17870048	17873681
Chr5	17880779	17882248
Chr5	17885534	17888972
Chr5	17903411	17904274
Chr5	17914212	17917811
Chr5	17922837	17930317
Chr5	17932018	17933493
Chr5	17934628	17941865
Chr5	17941947	17945667
Chr5	17951299	17954255
Chr5	17961391	17961591
Chr5	17962034	17964352
Chr5	17965061	17970704
Chr5	17978150	17978617
Chr5	17983282	17989911
Chr5	17995203	18001012
Chr5	18003906	18007099
Chr5	18012300	18014418
Chr5	18015710	18016072
Chr5	18016617	18020387
Chr5	18033251	18035399
Chr5	18039659	18040073
Chr5	18045476	18048734
Chr5	18052572	18056393
Chr5	18063119	18064700
Chr5	18068511	18069254
Chr5	18073300	18073638
Chr5	18075301	18081280
Chr5	18106224	18110987
Chr5	18126333	18129661
Chr5	18135822	18137267
Chr5	18142948	18143977
Chr5	18158247	18161024
Chr5	18161317	18169061
Chr5	18170370	18182863
Chr5	18183823	18185191
Chr5	18190664	18193234
Chr5	18200747	18201228
Chr5	18203074	18205659
Chr5	18223304	18224715
Chr5	18228743	18229168
Chr5	18229958	18231138
Chr5	18234846	18236501
Chr5	18248217	18250545
Chr5	18275763	18277445
Chr5	18280442	18283368
Chr5	18306860	18307985
Chr5	18313409	18318440
Chr5	18319190	18323976
Chr5	18325954	18326274
Chr5	18334338	18337704
Chr5	18340311	18340856
Chr5	18341349	18347097
Chr5	18354322	18357990
Chr5	18377097	18382814
Chr5	18396847	18401175
Chr5	18406480	18407458
Chr5	18425996	18426419
Chr5	18428006	18428833
Chr5	18429324	18430293
Chr5	18433311	18437696
Chr5	18448000	18452206
Chr5	18463381	18464778
Chr5	18466963	18470649
Chr5	18475523	18479480
Chr5	18487281	18489223
Chr5	18489775	18490672
Chr5	18494331	18496597
Chr5	18500678	18503121
Chr5	18502646	18505884
Chr5	18508427	18512695
Chr5	18516997	18517584
Chr5	18526491	18527245
Chr5	18534123	18534677
Chr5	18535358	18536883
Chr5	18537728	18538273
Chr5	18542137	18545194
Chr5	18564025	18565651
Chr5	18569089	18569958
Chr5	18575666	18578864
Chr5	18586998	18595443
Chr5	18603949	18606113
Chr5	18629300	18630170
Chr5	18656163	18656600
Chr5	18657597	18657851
Chr5	18669626	18671809
Chr5	18680745	18685444
Chr5	18693817	18695153
Chr5	18710639	18711244
Chr5	18713908	18714603
Chr5	18721262	18724905
Chr5	18728868	18731335
Chr5	18732424	18734628
Chr5	18738597	18741960
Chr5	18742852	18743559
Chr5	18749977	18750288
Chr5	18757319	18760271
Chr5	18763653	18767184
Chr5	18769040	18772114
Chr5	18774065	18774910
Chr5	18779694	18786821
Chr5	18789636	18793774
Chr5	18796428	18802128
Chr5	18802449	18802775
Chr5	18804267	18807240
Chr5	18808855	18809136
Chr5	18812390	18817699
Chr5	18830270	18831070
Chr5	18838333	18840821
Chr5	18842751	18845834
Chr5	18845942	18849942
Chr5	18855098	18859422
Chr5	18862637	18867284
Chr5	18868481	18872235
Chr5	18872317	18875899
Chr5	18880611	18887896
Chr5	18891981	18900862
Chr5	18914654	18915142
Chr5	18919319	18920501
Chr5	18928206	18933309
Chr5	18941457	18942904
Chr5	18943690	18946757
Chr5	18958614	18960147
Chr5	18969220	18970726
Chr5	18976986	18978186
Chr5	18993316	18997760
Chr5	19001474	19004176
Chr5	19010877	19019771
Chr5	19021691	19030855
Chr5	19055567	19062353
Chr5	19071452	19078311
Chr5	19081004	19083368
Chr5	19083891	19089905
Chr5	19093513	19099217
Chr5	19104690	19104959
Chr5	19108562	19112785
Chr5	19115148	19115597
Chr5	19116812	19117458
Chr5	19118103	19123098
Chr5	19124262	19128448
Chr5	19130324	19135942
Chr5	19137251	19137571
Chr5	19154970	19157600
Chr5	19160140	19166101
Chr5	19166574	19168235
Chr5	19175254	19176011
Chr5	19178366	19183739
Chr5	19194263	19197072
Chr5	19203688	19204989
Chr5	19208056	19208453
Chr5	19213680	19214327
Chr5	19217189	19218684
Chr5	19222115	19224440
Chr5	19227023	19229142
Chr5	19230983	19231591
Chr5	19232846	19240430
Chr5	19240768	19241433
Chr5	19253614	19254871
Chr5	19255491	19260019
Chr5	19261580	19265596
Chr5	19282923	19283527
Chr5	19286479	19290668
Chr5	19292017	19294459
Chr5	19311257	19313797
Chr5	19327429	19331484
Chr5	19334024	19334424
Chr5	19336656	19337633
Chr5	19340827	19345366
Chr5	19353553	19357897
Chr5	19346026	19353385
Chr5	19359190	19363550
Chr5	19363632	19366876
Chr5	19368488	19377546
Chr5	19379908	19380411
Chr5	19394758	19395410
Chr5	19398906	19403556
Chr5	19405305	19406797
Chr5	19409584	19413591
Chr5	19415389	19423248
Chr5	19426416	19427875
Chr5	19435358	19436734
Chr5	19445898	19447492
Chr5	19448731	19449841
Chr5	19452595	19453776
Chr5	19456099	19456907
Chr5	19465133	19467907
Chr5	19470226	19473111
Chr5	19475042	19478389
Chr5	19480814	19482180
Chr5	19482864	19488728
Chr5	19488354	19490592
Chr5	19490677	19497600
Chr5	19502924	19507400
Chr5	19507483	19509091
Chr5	19509973	19514162
Chr5	19514302	19517422
Chr5	19525642	19528980
Chr5	19531187	19533381
Chr5	19553524	19554518
Chr5	19583628	19585413
Chr5	19588390	19590780
Chr5	19606728	19608916
Chr5	19609472	19624705
Chr5	19631962	19633443
Chr5	19634463	19636066
Chr5	19638874	19640194
Chr5	19645657	19647398
Chr5	19649708	19651104
Chr5	19653855	19654364
Chr5	19656847	19659937
Chr5	19661414	19664346
Chr5	19667435	19670420
Chr5	19678142	19680147
Chr5	19681732	19684599
Chr5	19684770	19686823
Chr5	19691343	19694288
Chr5	19697799	19698218
Chr5	19702753	19704966
Chr5	19705356	19707432
Chr5	19714723	19715367
Chr5	19718506	19737857
Chr5	19739906	19740805
Chr5	19742291	19744851
Chr5	19756222	19758913
Chr5	19768780	19775026
Chr5	19776474	19780602
Chr5	19780136	19785962
Chr5	19794800	19805637
Chr5	19811136	19811444
Chr5	19812903	19813190
Chr5	19814737	19817772
Chr5	19828422	19830859
Chr5	19834008	19838350
Chr5	19837789	19846592
Chr5	19868419	19871283
Chr5	19894469	19899832
Chr5	19900707	19901105
Chr5	19902560	19902922
Chr5	19923167	19932462
Chr5	19934613	19938244
Chr5	19953382	19954071
Chr5	19957139	19963120
Chr5	19968873	19973549
Chr5	19977359	19978410
Chr5	19981507	19982457
Chr5	19983759	19987713
Chr5	19988755	19994090
Chr5	19997533	19999567
Chr5	20002693	20003240
Chr5	20028098	20029354
Chr5	20031951	20032250
Chr5	20037848	20039656
Chr5	20045194	20050802
Chr5	20055346	20057132
Chr5	20085067	20087942
Chr5	20086679	20091534
Chr5	20093097	20094257
Chr5	20099150	20101168
Chr5	20102713	20112210
Chr5	20112800	20117103
Chr5	20121276	20121687
Chr5	20127319	20130225
Chr5	20149048	20149869
Chr5	20153938	20156656
Chr5	20164335	20166643
Chr5	20178223	20180152
Chr5	20192361	20193786
Chr5	20196728	20198598
Chr5	20204127	20207554
Chr5	20210321	20213587
Chr5	20225612	20230736
Chr5	20243959	20247661
Chr5	20258661	20262474
Chr5	20263661	20266481
Chr5	20267699	20271147
Chr5	20283253	20287008
Chr5	20289111	20289377
Chr5	20302077	20304710
Chr5	20306758	20307114
Chr5	20308342	20310242
Chr5	20314680	20320719
Chr5	20325336	20328408
Chr5	20366267	20368318
Chr5	20379467	20381121
Chr5	20384039	20390785
Chr5	20393114	20393849
Chr5	20395880	20396811
Chr5	20414858	20418535
Chr5	20433366	20437932
Chr5	20438344	20441717
Chr5	20442727	20446077
Chr5	20448210	20450200
Chr5	20455499	20456338
Chr5	20457201	20457856
Chr5	20461728	20467798
Chr5	20471139	20471447
Chr5	20477181	20483634
Chr5	20484912	20490183
Chr5	20491399	20492011
Chr5	20498924	20501692
Chr5	20504150	20504795
Chr5	20507270	20508224
Chr5	20516305	20518998
Chr5	20536276	20539844
Chr5	20542370	20547114
Chr5	20548363	20553184
Chr5	20558018	20558529
Chr5	20564903	20565492
Chr5	20568919	20573667
Chr5	20581042	20583158
Chr5	20584023	20585441
Chr5	20586241	20590951
Chr5	20591346	20592312
Chr5	20595673	20598827
Chr5	20601261	20601854
Chr5	20605343	20605651
Chr5	20620921	20628365
Chr5	20630042	20632450
Chr5	20636382	20643355
